"row_mse_0","row_sds_0","row_mse_0.05","row_sds_0.05","row_mse_0.1","row_sds_0.1","row_mse_0.15","row_sds_0.15","row_mse_0.2","row_sds_0.2","row_mse_0.25","row_sds_0.25","row_mse_0.3","row_sds_0.3","row_mse_0.35","row_sds_0.35","row_mse_0.4","row_sds_0.4","row_mse_0.45","row_sds_0.45","row_mse_0.5","row_sds_0.5"
0.0026875,0.000401671460426568,0.0039,0.000481927160345615,0.00764375,0.0011907304213118,0.0176875,0.00261105150506864,0.027825,0.00363120419962771,0.05171875,0.0049529300757458,0.07941875,0.00584127067536714,0.0890125,0.00588353788059737,0.1023125,0.00540140989474138,0.08914375,0.004996823920229,0.09019375,0.0061792120993344
0.0138625,0.00272459251192919,0.0185,0.00329049173507333,0.01465,0.00230413824027618,0.03630625,0.0045278851142619,0.04026875,0.0049182895289707,0.05825,0.00598405129903604,0.06871875,0.00585362659942794,0.0833125,0.00555519609001202,0.0791,0.00582107966225712,0.07635625,0.00531617931858477,0.08815625,0.00584570775556819
0.036575,0.00524591351299834,0.03950625,0.00519865232845946,0.03126875,0.00410772183928813,0.05516875,0.00592853759386697,0.05681875,0.00610066604427026,0.05190625,0.00536139762720929,0.068775,0.00613374144310869,0.0681,0.00583932268280657,0.07889375,0.00636881294513952,0.07340625,0.00578761422837074,0.07539375,0.00610141340198269
0.0590875,0.00628200404414117,0.04603125,0.00561788533644191,0.047275,0.00534890246459566,0.05298125,0.00561878763990044,0.05456875,0.00637441628715084,0.0590875,0.006145608110922,0.06145,0.00583799110580987,0.07038125,0.00587029614372437,0.06313125,0.00540160708847446,0.0630375,0.0061640556767735,0.0729,0.00593126347110263
0.0594125,0.00557761197701683,0.0676875,0.00683714613233098,0.05475,0.00569302304260543,0.05684375,0.00555066180846887,0.071825,0.0067650160324416,0.06258125,0.00638506617012255,0.0647625,0.005794975210421,0.06484375,0.00585465782340579,0.073525,0.00620311657983552,0.06088125,0.00537659342572324,0.07226875,0.00611902315451823
0.06376875,0.00610666095357307,0.06175625,0.00623561282836966,0.0572625,0.00585658097525314,0.06029375,0.00609466342545433,0.05370625,0.00596795588085513,0.05495,0.005848490049456,0.0613125,0.00521478766745749,0.06300625,0.00564429697171616,0.06290625,0.0057827444833288,0.06709375,0.00568295324836533,0.06636875,0.00609596612124681
0.05935,0.00573546086758827,0.0706,0.0068791764174077,0.068975,0.00649071500785016,0.06475,0.00648070416815576,0.075725,0.00670783171472953,0.0658625,0.00632339344091334,0.075225,0.00601260985535627,0.04765625,0.00491248678738553,0.0616375,0.00601023550879765,0.05509375,0.0058141213321989,0.06481875,0.00580775843177847
0.06715,0.00615960078399419,0.0643875,0.00570356870938952,0.0630125,0.00674012195754092,0.07094375,0.00610854762507034,0.0694125,0.00663355187035322,0.0645875,0.00585551262430834,0.07089375,0.00652941851223787,0.07275625,0.0067127437917751,0.06535625,0.00660027460952087,0.05276875,0.00545717845028524,0.06376875,0.00562770315940516
0.0727,0.00666264604138081,0.0684,0.00682126798840926,0.06183125,0.00639757129555364,0.05273125,0.00569867336120009,0.076825,0.00637887137352683,0.0480375,0.00496124516613368,0.06836875,0.00623477245353417,0.08251875,0.00669570766862713,0.0571625,0.0061985917317622,0.06901875,0.00590610890484025,0.060025,0.00596431623757646
0.06208125,0.00581026319375308,0.07134375,0.00588969239965043,0.07363125,0.00640703413530667,0.0645625,0.00610710705889359,0.06965,0.00569992413116264,0.05769375,0.00559896257047056,0.05790625,0.00559937608554279,0.06144375,0.0057681196099966,0.0559625,0.00534276819942886,0.06781875,0.00550383313827873,0.06075625,0.00532872444530726
